(title "Absolute Pressure")
(labels "Position" "Absolute Pressure")

((xy/key/label "upper-blade")
3.7e-06	74317.6
3.36e-05	74194.6
9.424e-05	73940.1
0.00018207	73561.5
0.00018207	73561.5
0.00030077	73055
0.00045117	72411.2
0.00062907	71641.6
0.00083781	70746.3
0.00107442	69741.9
0.00134189	68622.6
0.00164196	67411.4
0.00197495	66144.3
0.00233578	64892.3
0.00273333	63674.6
0.00315518	62555.1
0.00361002	61503.9
0.0041021	60545.8
0.00462268	59687.6
0.00515483	58912.2
0.00571642	58203.8
0.00628385	57573.7
0.00687714	56994.2
0.00748036	56454.3
0.00810012	55917.9
0.00872031	55395.5
0.00936373	54874.7
0.0100384	54357.9
0.010777	53807.9
0.0117199	53189.8
0.0137897	52019.6
0.0160726	50918.3
0.0201869	49465.3
0.0244953	48314.5
0.0288729	47489.7
0.0333045	47017.2
0.0377789	46827.2
0.0422867	46864.1
0.0468743	47079.3
0.0514809	47398.1
0.0561018	47776.5
0.0607335	48188.9
0.0653732	48620.5
0.0700189	49064.4
0.0746683	49521.7
0.0793743	50014.8
0.0840214	50563.8
0.0887099	51195
0.0934133	51785.4
0.098115	51857.5
0.102526	49733
0.106672	45181.2
0.110962	39806.4
0.115475	35034.8
0.120053	31823.7
0.124668	29998.8
0.129303	28933.8
0.134008	28284.7
0.138721	27885.1
0.143441	27641.9
0.148165	27505.6
0.152892	27440.9
0.157678	27440.9
0.162409	27485.4
0.167142	27552.3
0.171877	27645.3
0.176612	27757.5
0.181348	27885.8
0.186141	28032.5
0.190879	28190.2
0.195617	28354.8
0.200356	28519.5
0.205095	28678.9
0.209891	28844.4
0.21463	29004.2
0.219371	29149.6
0.224111	29291.5
0.228908	29429.6
0.233593	29559.9
0.238391	29687.5
0.238391	29687.5
0.243133	29801.5
0.247875	29906.2
0.252674	30014.5
0.257417	30112.2
0.26216	30197.5
0.266903	30281.9
0.271647	30364.6
0.276447	30443.4
0.281192	30510.6
0.285936	30569.3
0.290681	30625.9
0.295483	30685
0.300228	30734
0.304974	30766
0.30972	30793.8
0.314466	30830.1
0.319269	30869.5
0.324016	30895.8
0.328763	30908.1
0.33351	30917.1
0.338314	30931.5
0.343062	30940.7
0.34781	30940.1
0.352558	30944.4
0.357306	30957.4
0.362111	30974.8
0.36686	30992.9
0.371609	31012
0.376358	31042.7
0.381107	31099.2
0.385913	31182.5
0.390663	31284
0.395412	31412
0.400162	31578.1
0.404911	31784.9
0.409661	32032
0.414468	32315.1
0.419217	32621
0.424024	32962.4
0.428774	33323.4
0.433524	33696.4
0.438274	34065.8
0.438274	34065.8
0.443024	34424.6
0.447773	34760
0.45258	35087.5
0.457329	35413.5
0.462079	35692.7
0.466828	35875.9
0.471634	35982.2
0.476383	36049.5
0.481132	36084.9
0.485881	36094.2
0.490629	36082.9
0.495434	36050.3
0.500182	35997.6
0.504929	35932.4
0.509677	35862.2
0.514424	35787.9
0.51917	35707.6
0.523916	35620.3
0.528662	35529.4
0.533464	35437.1
0.538209	35344.9
0.542953	35257.4
0.547641	35186.8
0.552441	35133.4
0.557184	35098.6
0.561926	35097
0.566667	35159.3
0.571465	35285.6
0.576205	35450.3
0.580945	35659.1
0.585684	35926.8
0.590422	36246.9
0.595215	36613.7
0.599952	37033.3
0.604688	37513.8
0.609423	38043.3
0.614157	38603.4
0.618946	39179.5
0.623678	39737.9
0.62841	40229
0.63314	40622.1
0.63787	40949.5
0.642598	41235.2
0.647382	41492.4
0.652108	41725.4
0.656834	41934.9
0.661559	42118.9
0.666282	42287.1
0.671005	42445.5
0.675783	42599.6
0.680503	42749.6
0.685223	42893.9
0.689941	43033
0.694659	43171.1
0.699376	43308.5
0.704091	43445.4
0.708862	43582.9
0.713576	43717.7
0.718289	43852
0.723001	43985
0.727768	44118.9
0.732478	44254.8
0.737187	44390.9
0.741896	44521
0.74666	44649.7
0.751367	44780.8
0.756073	44914.8
0.760778	45046.9
0.760778	45046.9
0.765483	45174.4
0.770243	45302.3
0.774947	45434.2
0.779649	45568
0.784351	45696.9
0.789109	45825.9
0.79381	45957.5
0.79851	46090.4
0.803266	46227.9
0.807965	46362.6
0.812664	46493.6
0.817362	46627.4
0.82206	46760.8
0.826758	46890.6
0.83151	47019.7
0.836207	47148.6
0.840903	47276.6
0.845654	47402.5
0.850349	47524.8
0.855044	47644.3
0.859794	47761.3
0.864488	47875.9
0.869125	47987.5
0.873874	48096.9
0.878566	48204.3
0.883258	48310.7
0.888006	48413.4
0.892698	48513.7
0.897389	48613.4
0.902136	48711.1
0.906826	48806.4
0.911517	48901.2
0.916207	48994.5
0.920898	49085.5
0.925645	49176.6
0.930336	49268.4
0.935083	49361.4
0.939775	49452
0.944468	49542.1
0.949218	49632.9
0.953914	49721.8
0.958612	49809.3
0.963305	49897.6
0.967994	49989.4
0.972673	50090.3
0.977281	50197.8
0.981923	50312.9
0.986472	50430.1
0.990739	50533.2
0.993044	50581.2
0.995036	50616.9
0.99586	50629.8
0.996467	50638
0.996988	50644.5
0.997462	50650
0.9979	50655.1
0.998313	50660.7
0.998699	50667.3
0.999043	50675.6
0.999344	50685.8
0.999593	50697.9
0.999786	50710.4
0.999922	50721.3
0.999922	50721.3
0.999991	50727.1
0.999993	50727.3
)
